Name,Energy (kcal),Protein,Carbohydrate,Fiber,Fat,Cholesterol,has_protein,has_carbs,has_fiber,has_cholesterol
"Potato, mashed, ready-to-heat, with cheese",138,4.26,12.13,1.7,8.12,22,Low,Low,Low,Medium
"Potato, mashed, ready-to-heat, with gravy",94,1.72,11.69,1.5,4.53,11,Low,Low,Low,Low
Potato patty,171,3.89,13.49,1.5,11.32,74,Low,Low,Low,Medium
"Potato tots, NFS",237,1.9,24.4,2.3,15.46,0,Low,Medium,Low,Low
"Potato tots, fast food / restaurant",236,1.89,24.31,2.3,15.4,0,Low,Medium,Low,Low
"Potato tots, school",166,2.02,19.34,1.7,9.16,0,Low,Low,Low,Low
"Potato tots, from fresh, fried or baked",237,1.9,24.4,2.3,15.46,0,Low,Medium,Low,Low
"Potato tots, frozen, baked",187,2.03,26.1,2.4,9.17,0,Low,Medium,Low,Low
"Potato tots, frozen, fried",237,1.9,24.4,2.3,15.46,0,Low,Medium,Low,Low
"Potato tots, frozen, NS as to fried or baked",237,1.9,24.4,2.3,15.46,0,Low,Medium,Low,Low
"Potato, baked, peel not eaten, with butter",125,1.9,20.39,1.4,4.19,12,Low,Medium,Low,Low
"Potato, baked, peel not eaten, with sour cream",131,2,19.05,1.3,5.44,15,Low,Low,Low,Low
"Potato, baked, peel not eaten, with cheese",153,3.66,17.75,1.2,7.66,22,Low,Low,Low,Medium
"Potato, baked, peel not eaten, with meat",160,4.32,17.4,1.2,8.26,24,Low,Low,Low,Medium
"Potato, baked, peel not eaten, with chili",143,4.45,17.62,1.6,6.21,19,Low,Low,Low,Low
"Potato, baked, peel not eaten, with vegetables",142,3.68,18.09,1.4,6.34,18,Low,Low,Low,Low
"Potato, baked, peel eaten",93,2.49,21.05,2.2,0.13,0,Low,Medium,Low,Low
"Potato, baked, peel eaten, with butter",125,2.41,20.01,2.1,4.22,12,Low,Medium,Low,Low
"Potato, baked, peel eaten, with sour cream",131,2.47,18.7,1.9,5.46,15,Low,Low,Low,Low
"Potato, baked, peel eaten, with cheese",153,4.09,17.43,1.7,7.69,22,Low,Low,Low,Medium
"Potato, baked, peel eaten, with meat",160,4.74,17.09,1.7,8.28,24,Low,Low,Low,Medium
"Potato, baked, peel eaten, with chili",143,4.85,17.33,2.1,6.23,19,Low,Low,Low,Low
"Potato, baked, peel eaten, with vegetables",142,4.12,17.76,2,6.37,18,Low,Low,Low,Low
"Potato salad with egg, from restaurant",175,3.04,15.37,1.1,11.35,51,Low,Low,Low,Medium
"Potato salad with egg, made with mayonnaise",157,1.96,16.18,1.3,9.4,17,Low,Low,Low,Low
"Potato salad with egg, made with light mayonnaise",111,2.72,15.13,1.3,4.46,46,Low,Low,Low,Medium
"Potato salad with egg, made with mayonnaise-type salad dressing",112,2.76,15.91,1.3,4.32,46,Low,Low,Low,Medium
"Potato salad with egg, made with light mayonnaise-type salad dressing",111,2.72,15.13,1.3,4.46,46,Low,Low,Low,Medium
"Potato salad with egg, made with creamy dressing",142,2.93,14.89,1.3,7.91,49,Low,Low,Low,Medium
"Potato salad with egg, made with light creamy dressing",102,2.95,15.02,1.3,3.46,45,Low,Low,Low,Medium
"Potato salad with egg, made with Italian dressing",114,2.8,15.81,1.3,4.42,46,Low,Low,Low,Medium
"Potato salad with egg, made with light Italian dressing",94,2.79,15.49,1.3,2.35,46,Low,Low,Low,Medium
"Potato salad with egg, made with any type of fat free dressing",89,2.67,16,1.6,1.74,44,Low,Low,Low,Medium
"Potato salad, German style",108,2.92,17.17,1.9,3.22,5,Low,Low,Low,Low
"Potato salad, from restaurant",178,1.73,17.32,1.3,11.45,6,Low,Low,Low,Low
"Potato salad, made with mayonnaise",168,1.51,15.81,1.5,11.14,6,Low,Low,Low,Low
"Potato salad, made with light mayonnaise",105,1.41,16.98,1.5,3.65,3,Low,Low,Low,Low
"Potato salad, made with mayonnaise-type salad dressing",107,1.46,17.86,1.5,3.49,3,Low,Low,Low,Low
"Potato salad, made with light mayonnaise-type salad dressing",105,1.41,16.98,1.5,3.65,3,Low,Low,Low,Low
"Potato salad, made with creamy dressing",140,1.59,16.8,1.5,7.53,4,Low,Low,Low,Low
"Potato salad, made with light creamy dressing",95,1.62,16.95,1.5,2.47,0,Low,Low,Low,Low
"Potato salad, made with Italian dressing",108,1.44,17.86,1.5,3.56,0,Low,Low,Low,Low
"Potato salad, made with light Italian dressing",85,1.43,17.49,1.5,1.2,0,Low,Low,Low,Low
"Potato salad, made with any type of fat free dressing",81,1.38,17.94,1.8,0.58,2,Low,Low,Low,Low
Potato pancake,196,4.47,20.64,2.2,10.8,66,Low,Medium,Low,Medium
Lefse,218,4.37,36.39,2,6.34,13,Low,Medium,Low,Low
Stewed potatoes,103,1.99,16.26,2.1,3.39,0,Low,Low,Low,Low
Stewed potatoes with tomatoes,87,1.71,12.89,1.9,3.29,0,Low,Low,Low,Low
"Soup, potato",90,1.51,10.53,1.2,4.71,12,Low,Low,Low,Low
"Soup, potato with meat",109,3.78,8.81,1,6.43,22,Low,Low,Low,Medium
"Plantain, cooked, no added fat",122,1.3,31.8,1.7,0.35,0,Low,Medium,Low,Low
"Plantain, cooked with oil",144,1.26,30.87,1.6,3.24,0,Low,Medium,Low,Low
"Plantain, raw",122,1.3,31.89,1.7,0.35,0,Low,Medium,Low,Low
"Plantain, cooked, fat added, NS as to fat type",141,1.27,30.88,1.6,2.88,2,Low,Medium,Low,Low
"Plantain, cooked with butter or margarine",138,1.27,30.88,1.6,2.53,4,Low,Medium,Low,Low
Plantain chips,531,2.28,63.84,3.5,29.59,0,Low,High,Medium,Low
"Cassava, cooked",191,1.42,39.62,1.9,3.03,2,Low,Medium,Low,Low
Yuca fries,269,1.24,34.72,1.6,13.94,0,Low,Medium,Low,Low
"Casabe, cassava bread",299,2.54,71.22,3.4,0.52,0,Low,High,Medium,Low
"Taro, cooked",141,1.57,27.55,4.3,2.95,2,Low,Medium,Medium,Low
Fufu,166,1.5,33.59,3.1,2.99,2,Low,Medium,Medium,Low
Taro chips,498,2.3,68.1,7.2,24.9,0,Low,High,High,Low
"Beet greens, raw",22,2.2,4.33,3.7,0.13,0,Low,Low,Medium,Low
"Beet greens, cooked",48,2.3,4.51,3.9,2.87,2,Low,Low,Medium,Low
"Broccoli raab, raw",22,3.17,2.85,2.7,0.49,0,Low,Low,Low,Low
"Broccoli raab, cooked",46,3.2,2.88,2.7,3.15,2,Low,Low,Low,Low
"Chard, raw",19,1.8,3.74,1.6,0.2,0,Low,Low,Low,Low
"Chard, cooked",44,1.88,3.9,1.7,2.95,2,Low,Low,Low,Low
"Collards, raw",32,3.02,5.42,4,0.61,0,Low,Low,Medium,Low
"Collards, fresh, cooked, no added fat",34,3.24,5.81,4.3,0.65,0,Low,Low,Medium,Low
"Collards, frozen, cooked, no added fat",36,2.96,7.08,2.8,0.41,0,Low,Low,Low,Low
"Collards, NS as to form, cooked",58,3.15,5.65,4.2,3.37,2,Low,Low,Medium,Low
"Collards, fresh, cooked, fat added, NS as to fat type",58,3.15,5.65,4.2,3.37,2,Low,Low,Medium,Low
"Collards, frozen, cooked, fat added, NS as to fat type",58,2.88,6.88,2.7,2.94,2,Low,Low,Low,Low
"Collards, fresh, cooked with oil",61,3.14,5.64,4.2,3.76,0,Low,Low,Medium,Low
"Collards, fresh, cooked with butter or margarine",54,3.16,5.65,4.2,2.99,4,Low,Low,Medium,Low
"Collards, frozen, cooked with oil",61,2.88,6.87,2.7,3.3,0,Low,Low,Low,Low
"Collards, frozen, cooked with butter or margarine",55,2.89,6.88,2.7,2.58,4,Low,Low,Low,Low
"Cress, raw",32,2.6,5.5,1.1,0.7,0,Low,Low,Low,Low
"Cress, cooked",58,2.72,5.73,1.1,3.47,2,Low,Low,Low,Low
"Dandelion greens, raw",45,2.7,9.2,3.5,0.7,0,Low,Low,Medium,Low
"Dandelion greens, cooked",71,2.82,9.58,3.6,3.47,2,Low,Low,Medium,Low
"Romaine lettuce, raw",21,0.98,4.06,1.8,0.07,0,Low,Low,Low,Low
"Caesar salad, with romaine, no dressing",77,4,7.49,1.8,3.41,8,Low,Low,Low,Low
"Escarole, cooked",37,1.12,2.98,2.7,2.72,2,Low,Low,Low,Low
"Greens, fresh, cooked, no added fat",37,2.97,5.16,4.2,0.97,0,Low,Low,Medium,Low
"Greens, frozen, cooked, no added fat",37,2.92,5.75,2.7,0.71,0,Low,Low,Low,Low
"Greens, NS as to form, cooked",58,2.89,5.02,4.1,3.4,2,Low,Low,Medium,Low
"Greens, fresh, cooked, fat added",58,2.89,5.02,4.1,3.4,2,Low,Low,Medium,Low
"Greens, frozen, cooked, fat added",59,2.84,5.59,2.6,3.24,2,Low,Low,Low,Low
"Greens, canned, cooked",41,1.32,2.71,1.3,2.82,2,Low,Low,Low,Low
"Kale, raw",43,2.92,4.42,4.1,1.49,0,Low,Low,Medium,Low
"Kale, fresh, cooked, no added fat",46,3.13,4.74,4.4,1.6,0,Low,Low,Medium,Low
"Kale, frozen, cooked, no added fat",44,2.93,5.28,2.3,1.21,0,Low,Low,Low,Low
"Kale, NS as to form, cooked",69,3.05,4.61,4.3,4.29,2,Low,Low,Medium,Low
"Kale, fresh, cooked, fat added",69,3.05,4.61,4.3,4.29,2,Low,Low,Medium,Low
"Kale, frozen, cooked, fat added",66,2.85,5.14,2.2,3.72,2,Low,Low,Low,Low
"Lambsquarter, cooked",54,3.11,4.85,2,3.22,2,Low,Low,Low,Low
"Mustard greens, raw",27,2.86,4.67,3.2,0.42,0,Low,Low,Medium,Low
"Mustard greens, fresh, cooked, no added fat",29,3.07,5.01,3.4,0.45,0,Low,Low,Medium,Low
"Mustard greens, frozen, cooked, no added fat",19,2.26,3.1,2.8,0.25,0,Low,Low,Low,Low
"Mustard greens, NS as to form, cooked",53,2.99,4.87,3.3,3.18,2,Low,Low,Medium,Low
"Mustard greens, fresh, cooked, fat added",53,2.99,4.87,3.3,3.18,2,Low,Low,Medium,Low
"Mustard greens, frozen, cooked, fat added",41,2.21,3.02,2.7,2.79,2,Low,Low,Low,Low
"Poke greens, cooked",42,2.24,3.01,1.5,2.93,2,Low,Low,Low,Low
"Radicchio, raw",23,1.43,4.48,0.9,0.25,0,Low,Low,Low,Low
"Spinach, raw",27,2.85,2.41,1.6,0.62,0,Low,Low,Low,Low
"Spinach, fresh, cooked, no added fat",33,3.41,3.1,1.9,0.7,0,Low,Low,Low,Low
"Spinach, frozen, cooked, no added fat",34,4,4.79,3.7,0.87,0,Low,Low,Medium,Low
"Spinach, canned, cooked, no added fat",23,2.81,3.4,2.4,0.5,0,Low,Low,Low,Low
"Spinach, fresh, cooked with oil",63,3.31,3.01,1.8,4.1,0,Low,Low,Low,Low
"Spinach, fresh, cooked with butter or margarine",55,3.33,3.02,1.8,3.26,5,Low,Low,Low,Low
"Spinach, NS as to form, cooked",59,3.32,3.01,1.8,3.68,2,Low,Low,Low,Low
"Spinach, fresh, cooked, fat added, NS as to fat type",59,3.32,3.01,1.8,3.68,2,Low,Low,Low,Low
"Spinach, frozen, cooked, fat added, NS as to fat type",56,3.89,4.65,3.6,3.39,2,Low,Low,Medium,Low
"Spinach, canned, cooked, fat added, NS as to fat type",45,2.74,3.31,2.3,3.04,2,Low,Low,Low,Low
"Spinach, frozen, cooked with oil",59,3.88,4.65,3.6,3.75,0,Low,Low,Medium,Low
"Spinach, frozen, cooked with butter or margarine",53,3.9,4.66,3.6,3.03,4,Low,Low,Medium,Low
"Spinach, canned, cooked with oil",49,2.73,3.3,2.3,3.4,0,Low,Low,Low,Low
"Spinach, canned, cooked with butter or margarine",42,2.74,3.31,2.3,2.68,4,Low,Low,Low,Low
"Spinach, creamed",90,2.39,6.11,1.2,6.09,16,Low,Low,Low,Low
Spinach souffle,128,5.72,7.13,1.1,8.64,101,Low,Low,Low,High
Spinach and cheese casserole,130,7.05,9.86,2.8,7.59,19,Low,Low,Low,Low
Palak Paneer,101,5.42,4.28,0.9,7.02,7,Low,Low,Low,Low
Channa Saag,89,4.1,8.79,3,4.33,0,Low,Low,Medium,Low
"Taro leaves, cooked",68,5.19,6.98,3.9,3.51,2,Low,Low,Medium,Low
"Turnip greens, fresh, cooked, no added fat",20,1.14,4.35,3.5,0.23,0,Low,Low,Medium,Low
"Turnip greens, frozen, cooked, no added fat",29,3.34,4.96,3.4,0.42,0,Low,Low,Medium,Low
"Turrnip greens, NS as to form, cooked",42,1.11,4.23,3.4,2.77,2,Low,Low,Medium,Low
"Turnip greens, fresh, cooked, fat added",42,1.11,4.23,3.4,2.77,2,Low,Low,Medium,Low
"Turnip greens, frozen, cooked, fat added",51,3.25,4.83,3.3,2.95,2,Low,Low,Medium,Low
"Watercress, raw",11,2.3,1.29,0.5,0.1,0,Low,Low,Low,Low
"Watercress, cooked",36,2.4,1.35,0.5,2.84,2,Low,Low,Low,Low
"Bitter melon, horseradish, jute, or radish leaves, cooked",56,3.49,6.47,1.8,2.74,2,Low,Low,Low,Low
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",57,2.12,7.15,1.8,2.88,2,Low,Low,Low,Low
"Broccoli, raw",39,2.57,6.27,2.4,0.34,0,Low,Low,Low,Low
"Broccoli, cooked, from restaurant",77,2.55,6.2,2.4,4.66,3,Low,Low,Low,Low
"Broccoli, fresh, cooked, no added fat",41,2.67,6.51,2.5,0.35,0,Low,Low,Low,Low
"Broccoli, frozen, cooked, no added fat",28,3.09,5.33,3,0.12,0,Low,Low,Medium,Low
"Broccoli, NS as to form, cooked",63,2.6,6.33,2.4,3,2,Low,Low,Low,Low
"Broccoli, fresh, cooked, fat added, NS as to fat type",63,2.6,6.33,2.4,3,2,Low,Low,Low,Low
"Broccoli, frozen, cooked, fat added, NS as to fat type",50,3.01,5.18,2.9,2.66,2,Low,Low,Low,Low
"Broccoli, fresh, cooked with oil",67,2.59,6.32,2.4,3.37,0,Low,Low,Low,Low
"Broccoli, fresh, cooked with butter or margarine",60,2.61,6.33,2.4,2.62,4,Low,Low,Low,Low
"Broccoli, frozen, cooked with oil",53,3,5.18,2.9,3.02,0,Low,Low,Low,Low
"Broccoli, frozen, cooked with butter or margarine",47,3.02,5.19,2.9,2.3,4,Low,Low,Low,Low
Broccoli casserole with noodles,112,3.55,15.86,1.9,3.77,16,Low,Low,Low,Low
Broccoli casserole with rice,107,4.14,15.06,1.9,3.6,8,Low,Low,Low,Low
Fried broccoli,223,4.28,22.41,1.7,12.88,11,Low,Medium,Low,Low
"Broccoli, chinese, raw",26,1.2,4.67,2.6,0.76,0,Low,Low,Low,Low
"Broccoli, Chinese, cooked",50,1.22,4.72,2.6,3.42,2,Low,Low,Low,Low
"Soup, broccoli cheese",82,4.26,6.08,1.3,4.54,12,Low,Low,Low,Low
"Carrots, raw",44,0.87,9.68,2.9,0.24,0,Low,Low,Low,Low
"Carrots, raw, salad",212,1.25,17.62,2.6,15.74,9,Low,Low,Low,Low
"Carrots, raw, salad with apples",181,0.85,8.59,2.3,16.02,9,Low,Low,Low,Low
"Carrots, cooked, from restaurant",86,0.94,10.15,3.1,4.67,3,Low,Low,Medium,Low
"Carrots, fresh, cooked, no added fat",50,0.98,10.67,3.2,0.36,0,Low,Low,Medium,Low
"Carrots, frozen, cooked, no added fat",39,0.81,7.9,3.2,0.47,0,Low,Low,Medium,Low
"Carrots, canned, cooked, no added fat",25,0.64,5.54,1.5,0.19,0,Low,Low,Low,Low
"Carrots, fresh, cooked with oil",76,0.95,10.36,3.1,3.38,0,Low,Low,Medium,Low
"Carrots, fresh, cooked with butter or margarine",69,0.96,10.37,3.1,2.63,4,Low,Low,Medium,Low
"Carrots, NS as to form, cooked",72,0.96,10.36,3.1,3,2,Low,Low,Medium,Low
"Carrots, fresh, cooked, fat added, NS as to fat type",72,0.96,10.36,3.1,3,2,Low,Low,Medium,Low
"Carrots, frozen, cooked, fat added, NS as to fat type",61,0.79,7.67,3.1,3,2,Low,Low,Medium,Low
"Carrots, canned, cooked, fat added, NS as to fat type",47,0.63,5.38,1.5,2.74,2,Low,Low,Low,Low
"Carrots, frozen, cooked with oil",64,0.78,7.67,3.1,3.36,0,Low,Low,Medium,Low
"Carrots, frozen, cooked with butter or margarine",57,0.8,7.68,3.1,2.64,4,Low,Low,Medium,Low
"Carrots, canned, cooked with oil",50,0.62,5.38,1.5,3.1,0,Low,Low,Low,Low
"Carrots, canned, cooked with butter or margarine",44,0.64,5.39,1.5,2.38,4,Low,Low,Low,Low
"Carrots, glazed, cooked",97,0.9,17.32,2.9,2.78,7,Low,Low,Low,Low
"Carrots, canned, reduced sodium, cooked, no added fat",23,0.59,5.36,1.8,0.14,0,Low,Low,Low,Low
"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",45,0.58,5.21,1.7,2.69,2,Low,Low,Low,Low
"Carrots, canned, reduced sodium, cooked with oil",49,0.57,5.2,1.7,3.05,0,Low,Low,Low,Low
"Carrots, canned, reduced sodium, cooked with butter or margarine",42,0.59,5.21,1.7,2.33,4,Low,Low,Low,Low
Beet juice,25,0.72,5.91,1.1,0.06,0,Low,Low,Low,Low
"Carrot juice, 100%",40,0.95,9.28,0.8,0.15,0,Low,Low,Low,Low
"Peas and carrots, fresh, cooked, no added fat",67,3.3,12.84,4.6,0.39,0,Low,Low,Medium,Low
"Peas and carrots, frozen, cooked, no added fat",58,2.97,11.06,3.8,0.37,0,Low,Low,Medium,Low
"Peas and carrots, canned, cooked, no added fat",46,2.56,8.45,3.2,0.5,0,Low,Low,Medium,Low
"Peas and carrots, cooked, NS as to form",89,3.22,12.47,4.4,3.03,2,Low,Low,Medium,Low
"Peas and carrots, fresh, cooked, fat added",89,3.22,12.47,4.4,3.03,2,Low,Low,Medium,Low
"Peas and carrots, frozen, cooked, fat added",80,2.89,10.74,3.7,2.9,2,Low,Low,Medium,Low
"Peas and carrots, canned, cooked, fat added",68,2.49,8.21,3.1,3.03,2,Low,Low,Medium,Low
"Pumpkin, canned, cooked",56,1.08,7.86,2.8,2.82,2,Low,Low,Low,Low
"Pumpkin, cooked",52,1.05,6.77,0.5,2.84,2,Low,Low,Low,Low
"Winter squash, raw",26,1,6.5,0.5,0.1,0,Low,Low,Low,Low
"Winter squash, cooked, no added fat",37,0.89,8.82,2.8,0.35,0,Low,Low,Low,Low
"Winter squash, cooked, fat added",59,0.87,8.57,2.7,2.88,2,Low,Low,Low,Low
"Squash, winter, souffle",78,3.4,12.14,2.1,2.26,73,Low,Low,Low,Medium
"Sweet potato, NFS",115,1.58,17.14,3,4.53,3,Low,Low,Medium,Low
"Sweet potato, baked, NS as to fat",115,1.58,17.14,3,4.53,3,Low,Low,Medium,Low
"Sweet potato, baked, no added fat",82,1.64,17.98,3.1,0.39,0,Low,Low,Medium,Low
"Sweet potato, baked, fat added",115,1.58,17.14,3,4.53,3,Low,Low,Medium,Low
"Sweet potato, boiled, NS as to fat",115,1.58,17.14,3,4.53,3,Low,Low,Medium,Low
"Sweet potato, boiled, no added fat",82,1.64,17.98,3.1,0.39,0,Low,Low,Medium,Low
"Sweet potato, boiled, fat added",115,1.58,17.14,3,4.53,3,Low,Low,Medium,Low
"Sweet potato, candied",187,1.18,37.69,2.2,3.48,3,Low,Medium,Low,Low
"Sweet potato, canned, NS as to fat",124,1.58,20.05,1.7,4.35,3,Low,Medium,Low,Low
"Sweet potato, canned, no added fat",91,1.64,21.04,1.8,0.2,0,Low,Medium,Low,Low
"Sweet potato, canned, fat added",124,1.58,20.05,1.7,4.35,3,Low,Medium,Low,Low
"Sweet potato, casserole or mashed",99,1.89,17.22,2.4,2.56,7,Low,Low,Low,Low
"Sweet potato fries, NFS",192,2.27,37.45,6,9.39,0,Low,Medium,High,Low
Sweet potato chips,529,2.92,56.54,8.8,32.19,0,Low,Medium,High,Low
"Sweet potato fries, frozen",192,2.27,37.45,6,9.39,0,Low,Medium,High,Low
"Sweet potato fries, from fresh",156,1.49,16.35,2.8,9.42,0,Low,Low,Low,Low
"Sweet potato fries, fast food / restaurant",305,1.92,31.63,5.1,23.93,0,Low,Medium,Medium,Low
"Sweet potato fries, school",192,2.27,37.45,6,9.39,0,Low,Medium,High,Low
Sweet potato tots,191,2.26,37.3,6,9.35,0,Low,Medium,High,Low
"Sweet potato tots, fast food / restaurant",240,2.12,34.87,5.6,15.6,0,Low,Medium,Medium,Low
"Sweet potato tots, school",192,2.27,37.45,6,9.39,0,Low,Medium,High,Low
"Soup, pumpkin",72,1.1,6.86,1.5,4.7,12,Low,Low,Low,Low
"Tomatoes, raw",20,0.82,4.04,1.2,0.31,0,Low,Low,Low,Low
"Tomatoes, NS as to form, cooked",50,1.08,4.71,1.5,3.42,3,Low,Low,Low,Low
"Tomatoes, fresh, cooked",50,1.08,4.71,1.5,3.42,3,Low,Low,Low,Low
"Tomatoes, canned, cooked",43,0.82,3.23,1.8,3.04,2,Low,Low,Low,Low
"Tomatoes, scalloped",110,2.7,14.1,1.9,4.97,12,Low,Low,Low,Low
"Tomatoes, canned, reduced sodium, cooked",39,0.78,3.37,1.8,2.8,2,Low,Low,Low,Low
Fried green tomatoes,216,3.68,21.78,1.3,12.84,11,Low,Medium,Low,Low
"Tomato, green, pickled",40,1,9.09,0.9,0.18,0,Low,Low,Low,Low
Sun-dried tomatoes,258,14.11,55.76,12.3,2.97,0,Low,Medium,High,Low
"Tomato juice, 100%",23,0.86,4.32,0.4,0.29,0,Low,Low,Low,Low
"Tomato juice, 100%, low sodium",23,0.86,4.32,0.4,0.29,0,Low,Low,Low,Low
Tomato juice cocktail,22,0.93,3.87,0.5,0.31,0,Low,Low,Low,Low
"Tomato and vegetable juice, 100%",22,0.93,3.87,0.5,0.31,0,Low,Low,Low,Low
"Tomato and vegetable juice, 100%, low sodium",22,0.6,4.59,0.8,0.1,0,Low,Low,Low,Low
Ketchup,109,1.08,27.1,0.3,0.32,0,Low,Medium,Low,Low
"Ketchup, reduced sodium",101,1.04,27.4,0.3,0.1,0,Low,Medium,Low,Low
Tomato chili sauce,92,2.5,19.79,2.4,0.3,0,Low,Low,Low,Low
"Salsa, NFS",34,1.44,6.74,1.8,0.19,0,Low,Low,Low,Low
"Salsa, pico de gallo",17,0.71,3.7,1.1,0.14,0,Low,Low,Low,Low
"Salsa, red",34,1.44,6.74,1.8,0.19,0,Low,Low,Low,Low
"Salsa, red, homemade",34,1.44,6.74,1.8,0.19,0,Low,Low,Low,Low
Taco sauce,11,1.16,0.72,0.5,0.68,0,Low,Low,Low,Low
"Enchilada sauce, red",30,0.62,4.87,0.5,0.91,0,Low,Low,Low,Low
"Enchilada sauce, green",38,1.13,6.36,1.9,0.89,0,Low,Low,Low,Low
"Salsa verde or salsa, green",38,1.13,6.36,1.9,0.89,0,Low,Low,Low,Low
Hot Thai sauce,74,1.03,16.58,0.5,0.66,0,Low,Low,Low,Low
Spaghetti sauce,51,1.41,8.05,1.8,1.48,2,Low,Low,Low,Low
Spaghetti sauce with added vegetables,46,1.52,7.45,1.7,1.2,2,Low,Low,Low,Low
"Spaghetti sauce, reduced sodium",51,1.41,8.06,1.8,1.48,2,Low,Low,Low,Low
"Spaghetti sauce, fat free",24,1.2,5.31,1.5,0.3,0,Low,Low,Low,Low
Vodka sauce with tomatoes and cream,75,1.15,3.56,1.3,6.57,14,Low,Low,Low,Low
Barbecue sauce,172,0.82,40.77,0.9,0.63,0,Low,Medium,Low,Low
Buffalo sauce,11,1.21,0.75,0.6,0.71,0,Low,Low,Low,Low
Steak sauce,95,1.25,22.04,1.5,0.23,0,Low,Medium,Low,Low
Cocktail sauce,128,1.36,28.22,1.8,1.05,0,Low,Medium,Low,Low
Puerto Rican seasoning with ham,266,3.96,7.24,1.6,24.78,13,Low,Low,Low,Low
Puerto Rican seasoning without ham and tomato sauce,127,1.02,6.89,1.5,10.79,0,Low,Low,Low,Low
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",122,0.52,6.35,0.6,10.18,0,Low,Low,Low,Low
"Soup, tomato",19,0.65,3.64,0.9,0.41,0,Low,Low,Low,Low
"Soup, cream of tomato",70,1.21,6.39,1,4.68,12,Low,Low,Low,Low
"Soup, tomato, canned",34,0.63,7.65,0.6,0.33,0,Low,Low,Low,Low
"Soup, tomato, canned / carton, reduced sodium",35,0.64,7.67,0.6,0.33,0,Low,Low,Low,Low
Tomato sandwich on white,201,8.46,26.54,1.5,6.8,15,Low,Medium,Low,Low
Tomato sandwich on wheat,199,9.44,24.67,3.1,6.99,15,Low,Medium,Medium,Low
"Raw vegetable, NFS",30,1.19,5.83,2,0.26,0,Low,Low,Low,Low
"Sprouts, NFS",30,3.04,5.94,1.8,0.18,0,Low,Low,Low,Low
"Alfalfa sprouts, raw",23,3.99,2.1,1.9,0.69,0,Low,Low,Low,Low
Artichoke,53,2.89,11.95,5.7,0.34,0,Low,Low,Medium,Low
"Asparagus, raw",20,2.2,3.88,2.1,0.12,0,Low,Low,Low,Low
"Bean sprouts, raw",30,3.04,5.94,1.8,0.18,0,Low,Low,Low,Low
"Green beans, raw",40,1.97,7.41,3,0.28,0,Low,Low,Medium,Low
"Beets, raw",43,1.61,9.56,2.8,0.17,0,Low,Low,Low,Low
"Broccoflower, raw",31,2.95,6.09,3.2,0.3,0,Low,Low,Medium,Low
"Brussels sprouts, raw",43,3.38,8.95,3.8,0.3,0,Low,Low,Medium,Low
"Cabbage, green, raw",31,0.96,6.38,2.5,0.23,0,Low,Low,Low,Low
"Cabbage, Chinese, raw",13,1.5,2.18,1,0.2,0,Low,Low,Low,Low
"Cabbage, red, raw",34,1.24,6.79,2.1,0.21,0,Low,Low,Low,Low
"Cactus, raw",16,1.32,3.33,2.2,0.09,0,Low,Low,Low,Low
"Cauliflower, raw",25,1.92,4.97,2,0.28,0,Low,Low,Low,Low
"Celery, raw",17,0.49,3.32,1.6,0.16,0,Low,Low,Low,Low
"Fennel bulb, raw",31,1.24,7.3,3.1,0.2,0,Low,Low,Medium,Low
"Basil, raw",23,3.15,2.65,1.6,0.64,0,Low,Low,Low,Low
"Chives, raw",30,3.27,4.35,2.5,0.73,0,Low,Low,Low,Low
"Cilantro, raw",23,2.13,3.67,2.8,0.52,0,Low,Low,Low,Low
"Corn, raw",86,3.27,18.7,2,1.35,0,Low,Low,Low,Low
"Cucumber, raw",16,0.62,2.95,0.5,0.18,0,Low,Low,Low,Low
"Eggplant, raw",25,0.98,5.88,3,0.18,0,Low,Low,Medium,Low
"Garlic, raw",143,6.62,28.2,2.7,0.38,0,Low,Medium,Low,Low
"Jicama, raw",38,0.72,8.82,4.9,0.09,0,Low,Low,Medium,Low
"Kohlrabi, raw",27,1.7,6.2,3.6,0.1,0,Low,Low,Medium,Low
"Lettuce, raw",20,0.92,3.69,1.3,0.1,0,Low,Low,Low,Low
"Lettuce, Boston, raw",18,0.88,3.26,0.9,0.11,0,Low,Low,Low,Low
"Lettuce, arugula, raw",25,2.58,3.65,1.6,0.66,0,Low,Low,Low,Low
"Mixed salad greens, raw",21,1.31,3.43,1.4,0.21,0,Low,Low,Low,Low
"Mushrooms, raw",31,2.9,4.13,1.7,0.35,0,Low,Low,Low,Low
"Onions, green, raw",32,1.83,7.34,2.6,0.19,0,Low,Low,Low,Low
"Onions, raw",38,0.86,8.46,1.7,0.08,0,Low,Low,Low,Low
"Parsley, raw",36,2.97,6.33,3.3,0.79,0,Low,Low,Medium,Low
"Green peas, raw",81,5.42,14.45,5.7,0.4,0,Low,Low,Medium,Low
"Peppers, hot, raw",34,1.39,7.66,2.2,0.4,0,Low,Low,Low,Low
"Peppers, raw, NFS",27,0.81,5.72,1,0.12,0,Low,Low,Low,Low
"Peppers, sweet, green, raw",23,0.72,4.78,0.9,0.11,0,Low,Low,Low,Low
"Peppers, sweet, red, raw",31,0.9,6.65,1.2,0.13,0,Low,Low,Low,Low
